article_id,entity_mention,main_role,predicted_main_role
HI_314.txt,बांग्लादेश,Antagonist,Antagonist
HI_121.txt,पश्चिमी देशों,Antagonist,Protagonist
HI_119.txt,मेइतेई,Innocent,Innocent
HI_49.txt,वादिम कसीकोव,Antagonist,Protagonist
HI_388.txt,पुतिन,Protagonist,Antagonist
HI_307.txt,दक्षिण कोरिया,Antagonist,Innocent
HI_254.txt,पुतिन,Protagonist,Protagonist
HI_182.txt,यूक्रेन,Innocent,Antagonist
HI_122.txt,व्लादिमीर पुतिन,Antagonist,Innocent
HI_105.txt,जनरल स्टाफ,Protagonist,Innocent
HI_3.txt,पॉल व्हेलन,Innocent,Innocent
HI_280.txt,डोभाल,Protagonist,Innocent
HI_61.txt,भारत,Antagonist,Innocent
HI_46.txt,ग्लोबल साउथ,Protagonist,Innocent
HI_153.txt,जनरल स्टाफ,Protagonist,Antagonist
HI_274.txt,यूक्रेनियों,Innocent,Antagonist
HI_316.txt,पुतिन,Protagonist,Protagonist
HI_173.txt,पश्चिम,Antagonist,Innocent
HI_6.txt,जेलेंस्की,Innocent,Antagonist
HI_320.txt,क्राइमिया,Innocent,Innocent
HI_274.txt,रूस,Antagonist,Antagonist
HI_81.txt,नाटो चार्टर,Protagonist,Innocent
HI_348.txt,अमेरिका,Antagonist,Protagonist
HI_224.txt,अजीत डोभाल,Protagonist,Innocent
HI_385.txt,अमेरिका,Protagonist,Innocent
HI_155.txt,नरेंद्र मोदी सरकार,Protagonist,Antagonist
HI_222.txt,पुतिन,Protagonist,Antagonist
HI_104.txt,पुतिन,Antagonist,Innocent
HI_173.txt,पुतिन,Protagonist,Innocent
HI_102.txt,पोलटावा,Innocent,Antagonist
HI_128.txt,व्लादिमीर पुतिन,Antagonist,Innocent
HI_386.txt,पश्चिमी देशों,Antagonist,Protagonist
HI_70.txt,पाकिस्तान,Protagonist,Innocent
HI_314.txt,हिंदुओं,Innocent,Antagonist
HI_42.txt,रूसी सेना,Antagonist,Antagonist
HI_319.txt,यूक्रेन,Protagonist,Innocent
HI_396.txt,बाइडेन,Antagonist,Innocent
HI_70.txt,अमेरिका,Antagonist,Antagonist
HI_227.txt,रूस,Antagonist,Antagonist
HI_66.txt,मॉस्को,Protagonist,Antagonist
HI_360.txt,ट्रंप,Protagonist,Antagonist
HI_7.txt,व्लादिमीर पुतिन,Protagonist,Innocent
HI_331.txt,यूक्रेनी सेना,Protagonist,Antagonist
HI_318.txt,पश्चिमी देशों,Antagonist,Protagonist
HI_235.txt,गाजा,Innocent,Antagonist
HI_385.txt,पुतिन,Protagonist,Innocent
HI_201.txt,भारत,Protagonist,Protagonist
HI_55.txt,अमेरिका,Protagonist,Innocent
HI_307.txt,उत्तर कोरियाई सैनिक,Protagonist,Antagonist
HI_77.txt,शहर प्रशासन,Protagonist,Protagonist
HI_52.txt,भारतीय नागरिकों,Innocent,Protagonist
HI_124.txt,रूस,Antagonist,Innocent
HI_332.txt,रूस,Antagonist,Antagonist
HI_44.txt,मोदी,Protagonist,Protagonist
HI_104.txt,यूक्रेन,Innocent,Innocent
HI_157.txt,खार्किव,Innocent,Innocent
HI_101.txt,यूक्रेनियन,Innocent,Antagonist
HI_205.txt,यूक्रेन,Innocent,Antagonist
HI_309.txt,रूस,Protagonist,Innocent
HI_37.txt,मोदी,Protagonist,Antagonist
HI_245.txt,मार्क रूते,Protagonist,Antagonist
HI_112.txt,यूरोप,Innocent,Antagonist
HI_3.txt,इवान गेर्शकोविच,Innocent,Antagonist
HI_2.txt,मोदी,Protagonist,Protagonist
HI_52.txt,भारतीय नागरिक,Protagonist,Innocent
HI_195.txt,नई दिल्ली,Protagonist,Innocent
HI_277.txt,जासूस,Protagonist,Antagonist
HI_117.txt,अबू बकर अल-बगदादी,Antagonist,Innocent
HI_279.txt,यूक्रेन,Protagonist,Innocent
HI_23.txt,यूक्रेनी,Protagonist,Antagonist
HI_83.txt,भारत,Protagonist,Protagonist
HI_201.txt,व्लादिमीर पुतिन,Protagonist,Protagonist
HI_153.txt,सेवरोडोनेट्स,Innocent,Protagonist
HI_119.txt,मणिपुर,Innocent,Antagonist
HI_116.txt,अमेरिका,Antagonist,Antagonist
HI_197.txt,लड़ाकों,Protagonist,Antagonist
HI_70.txt,व्लादिमीर पुतिन,Antagonist,Antagonist
HI_259.txt,जेलेंस्की,Protagonist,Protagonist
HI_193.txt,भारत,Protagonist,Protagonist
HI_61.txt,अमेरिका,Antagonist,Innocent
HI_325.txt,डेमोक्रेटिक पार्टी,Antagonist,Innocent
HI_121.txt,नरेंद्र मोदी,Protagonist,Protagonist
HI_254.txt,मोदी,Protagonist,Protagonist
HI_257.txt,रूस के रक्षा मंत्रालय,Protagonist,Antagonist
HI_16.txt,भारतीयों,Innocent,Antagonist
HI_311.txt,नाटो,Protagonist,Innocent
HI_396.txt,नाटो,Antagonist,Antagonist
HI_398.txt,यूक्रेन,Protagonist,Antagonist
HI_231.txt,केंद्र सरकार,Protagonist,Protagonist
HI_318.txt,पुतिन,Protagonist,Protagonist
HI_123.txt,चीन,Antagonist,Protagonist
HI_161.txt,व्लादिमीर पुतिन,Protagonist,Protagonist
HI_123.txt,मोदी,Protagonist,Antagonist
HI_27.txt,मणिपुर,Innocent,Innocent
HI_116.txt,नॉर्वे,Innocent,Innocent
HI_320.txt,यूक्रेन,Protagonist,Innocent
HI_306.txt,सेना,Protagonist,Innocent
HI_87.txt,एस जयशंकर,Protagonist,Innocent
HI_278.txt,रूस,Antagonist,Antagonist
HI_117.txt,रूस,Antagonist,Antagonist
HI_94.txt,चेक गणराज्य,Antagonist,Protagonist
HI_173.txt,मॉस्को,Protagonist,Innocent
HI_257.txt,सर्गेई सोब्यानिन,Protagonist,Antagonist
HI_22.txt,इजराइल,Antagonist,Antagonist
HI_391.txt,डोनाल्ड ट्रंप,Protagonist,Innocent
HI_204.txt,यूक्रेन,Protagonist,Protagonist
HI_22.txt,यूक्रेन,Innocent,Antagonist
HI_300.txt,मानव जीवन,Innocent,Antagonist
HI_108.txt,डोनाल्ड ट्रंप,Antagonist,Innocent
HI_24.txt,उक्रेन,Innocent,Antagonist
HI_147.txt,भारत,Protagonist,Protagonist
HI_378.txt,यूक्रेन,Protagonist,Antagonist
HI_305.txt,रूसी सैनिक,Antagonist,Innocent
HI_222.txt,यूक्रेनी पक्ष,Antagonist,Protagonist
HI_281.txt,यूक्रेन,Antagonist,Innocent
HI_100.txt,यूक्रेनी,Protagonist,Protagonist
HI_145.txt,इंडोनेशिया की सरकार,Protagonist,Antagonist
HI_308.txt,चोए सोन हुई,Protagonist,Protagonist
HI_174.txt,किरिलो बुडानोव,Protagonist,Antagonist
HI_244.txt,अमेरिका,Antagonist,Innocent
HI_281.txt,यूक्रेनी कंपनियां,Antagonist,Innocent
HI_301.txt,रूस,Antagonist,Innocent
HI_229.txt,रूस,Antagonist,Antagonist
HI_266.txt,यूक्रेनी सेना,Protagonist,Innocent
HI_264.txt,रूस,Antagonist,Protagonist
HI_66.txt,रूस,Antagonist,Innocent
HI_105.txt,यूक्रेन,Innocent,Antagonist
HI_389.txt,यूरोपीय सहयोगियों,Antagonist,Innocent
HI_48.txt,अल-कायदा,Antagonist,Antagonist
HI_85.txt,रूसी सेना,Antagonist,Protagonist
HI_180.txt,यूक्रेन,Protagonist,Innocent
HI_172.txt,व्लादिमीर पुतिन,Antagonist,Innocent
HI_223.txt,यूक्रेन,Antagonist,Innocent
HI_238.txt,उत्तराखंड,Innocent,Innocent
HI_357.txt,यूक्रेनी,Innocent,Antagonist
HI_206.txt,एडवर्ड स्नोडेन,Protagonist,Antagonist
HI_164.txt,यूक्रेन,Protagonist,Innocent
HI_2.txt,यूक्रेन,Innocent,Protagonist
HI_269.txt,रूस,Protagonist,Antagonist
HI_40.txt,वादिम,Antagonist,Antagonist
HI_123.txt,यूक्रेन,Innocent,Antagonist
HI_176.txt,नाटो मास्टर्स,Antagonist,Antagonist
HI_168.txt,भारत,Protagonist,Antagonist
HI_188.txt,नरेन्द्र मोदी,Protagonist,Antagonist
HI_275.txt,भारत,Protagonist,Antagonist
HI_39.txt,यूक्रेन,Innocent,Antagonist
HI_223.txt,रूस,Antagonist,Innocent
HI_385.txt,रूस,Antagonist,Antagonist
HI_214.txt,अमेरिका,Protagonist,Antagonist
HI_387.txt,यूक्रेन,Protagonist,Protagonist
HI_187.txt,रूस,Antagonist,Antagonist
HI_87.txt,रूस,Antagonist,Innocent
HI_257.txt,मॉस्को,Innocent,Innocent
HI_226.txt,बाइडेन,Antagonist,Protagonist
HI_66.txt,यूक्रेन,Innocent,Innocent
HI_46.txt,भारत,Protagonist,Innocent
HI_341.txt,ओल्गा ओनुच,Protagonist,Innocent
HI_173.txt,रूस,Protagonist,Antagonist
HI_396.txt,जो बाइडेन प्रशासन,Antagonist,Antagonist
HI_91.txt,सारातोव,Innocent,Antagonist
HI_309.txt,अमेरिका,Protagonist,Innocent
HI_24.txt,मोदी,Protagonist,Innocent
HI_106.txt,रूस,Protagonist,Antagonist
HI_27.txt,नरेंद्र मोदी,Antagonist,Antagonist
HI_30.txt,ओरबान,Antagonist,Innocent
HI_135.txt,भारत,Protagonist,Innocent
HI_27.txt,दिल्ली मेईतेई समन्वय समिति (डीएमसीसी,Protagonist,Antagonist
HI_174.txt,उत्तर कोरिया,Antagonist,Protagonist
HI_312.txt,अमेरिका,Antagonist,Antagonist
HI_311.txt,उत्तर कोरिया,Protagonist,Innocent
HI_124.txt,पोलैंड,Protagonist,Antagonist
HI_203.txt,अमेरिका,Protagonist,Protagonist
HI_204.txt,नौजवानों,Innocent,Protagonist
HI_105.txt,रूसी सेना,Antagonist,Protagonist
HI_264.txt,डोनेट्स्क,Innocent,Protagonist
HI_272.txt,पुतिन,Antagonist,Innocent
HI_285.txt,किम जोंग,Antagonist,Protagonist
HI_103.txt,अमेरिका,Protagonist,Antagonist
HI_388.txt,दिमित्री पेस्कोव,Protagonist,Antagonist
HI_214.txt,व्लादिमीर जेलेंस्की,Antagonist,Protagonist
HI_318.txt,मॉस्को,Protagonist,Antagonist
HI_118.txt,रोमानिया,Protagonist,Protagonist
HI_257.txt,महिला,Innocent,Antagonist
HI_22.txt,नाटो,Protagonist,Antagonist
HI_128.txt,डेमोक्रेटिक पार्टी,Protagonist,Innocent
HI_122.txt,यूक्रेन,Innocent,Innocent
HI_196.txt,व्लादिमीर ज़ेलेंस्की,Protagonist,Protagonist
HI_390.txt,रूसी सेनाएं,Antagonist,Innocent
HI_314.txt,डोनल्ड ट्रंप,Protagonist,Protagonist
HI_247.txt,व्लादिमिर जेलेंस्की,Protagonist,Innocent
HI_117.txt,मध्य एशियाई,Innocent,Antagonist
HI_64.txt,यूक्रेन,Innocent,Protagonist
HI_120.txt,यूरोपीय देशों,Protagonist,Innocent
HI_43.txt,भारत,Protagonist,Innocent
HI_16.txt,नरेंद्र मोदी,Protagonist,Protagonist
HI_175.txt,मारियुपोल,Innocent,Antagonist
HI_2.txt,भारत,Antagonist,Innocent
HI_398.txt,मायकोलाइव,Innocent,Antagonist
HI_170.txt,रूस,Antagonist,Antagonist
HI_166.txt,यूक्रेनी सांसद,Protagonist,Antagonist
HI_239.txt,अनुपम त्रिवेदी,Protagonist,Antagonist
HI_2.txt,नरेंद्र मोदी,Protagonist,Protagonist
HI_33.txt,रूस,Antagonist,Antagonist
HI_124.txt,यूक्रेन,Protagonist,Innocent
HI_277.txt,रूस,Antagonist,Antagonist
HI_46.txt,अमेरिका,Antagonist,Innocent
HI_52.txt,आठ भारतीयों,Innocent,Innocent
HI_276.txt,रूस,Antagonist,Protagonist
HI_264.txt,ऑस्टिन,Protagonist,Innocent
HI_257.txt,आंद्रेई वोरोब्योव,Protagonist,Innocent
HI_129.txt,अतिरिक्त मुख्य सचिव,Protagonist,Protagonist
HI_254.txt,यूक्रेन,Protagonist,Protagonist
HI_7.txt,रूस,Innocent,Innocent
HI_332.txt,यूक्रेनी सेना,Protagonist,Antagonist
HI_316.txt,व्लादिमीर पुतिन,Protagonist,Protagonist
HI_43.txt,भारत,Protagonist,Protagonist
HI_118.txt,स्लोवाकिया,Protagonist,Protagonist
HI_366.txt,यूक्रेन,Antagonist,Antagonist
HI_324.txt,पिता,Protagonist,Antagonist
HI_285.txt,पश्चिमी देशों,Protagonist,Antagonist
HI_270.txt,एस जयशंकर,Protagonist,Innocent
HI_216.txt,यूक्रेन,Antagonist,Antagonist
HI_58.txt,भारत-,Protagonist,Protagonist
HI_54.txt,अमेरिका,Antagonist,Protagonist
HI_65.txt,रूस,Antagonist,Antagonist
HI_363.txt,पुतिन,Antagonist,Protagonist
HI_183.txt,अमेरिका,Antagonist,Innocent
HI_73.txt,यूक्रेन,Innocent,Innocent
HI_16.txt,भारत,Protagonist,Protagonist
HI_323.txt,बाइडन,Protagonist,Innocent
HI_267.txt,यूक्रेन,Protagonist,Innocent
HI_55.txt,रूस,Protagonist,Antagonist
HI_245.txt,रूस,Antagonist,Antagonist
HI_179.txt,विदेश मंत्रालय,Protagonist,Antagonist
HI_204.txt,यूक्रेन,Antagonist,Antagonist
HI_248.txt,खारकीव,Innocent,Antagonist
HI_142.txt,राज्य जल संसाधन विभाग,Protagonist,Protagonist
HI_145.txt,जकार्ता,Innocent,Antagonist
HI_174.txt,रूस,Antagonist,Antagonist
HI_102.txt,रूसी,Antagonist,Antagonist
HI_357.txt,यूक्रेन,Innocent,Antagonist
HI_70.txt,अमेरिका,Antagonist,Innocent
HI_73.txt,पुतिन,Antagonist,Antagonist
HI_329.txt,यूक्रेन,Innocent,Protagonist
HI_302.txt,साउथ कोरिया,Innocent,Protagonist
HI_273.txt,किम जोंग,Protagonist,Antagonist
HI_104.txt,रूसी,Antagonist,Innocent
HI_398.txt,यूक्रेन,Innocent,Antagonist
HI_283.txt,भारत,Protagonist,Protagonist
HI_120.txt,चीन,Antagonist,Innocent
HI_196.txt,व्लादिमीर पुतिन,Antagonist,Protagonist
HI_94.txt,भारत,Protagonist,Protagonist
HI_153.txt,लिसिचांस्क,Innocent,Antagonist
HI_50.txt,पंजाब,Protagonist,Antagonist
HI_267.txt,यूक्रेन,Innocent,Innocent
HI_66.txt,पश्चिम,Antagonist,Innocent
HI_344.txt,जी-7 देशों,Protagonist,Antagonist
HI_399.txt,यूक्रेन,Innocent,Antagonist
HI_311.txt,बाइडेन,Protagonist,Innocent
HI_229.txt,रूसी सेना,Antagonist,Antagonist
HI_312.txt,भारत,Innocent,Antagonist
HI_374.txt,जो बाइडन,Antagonist,Innocent
HI_267.txt,मोदी,Protagonist,Antagonist
HI_3.txt,रूस,Protagonist,Antagonist
HI_272.txt,एलेक्सी नवेलनी,Protagonist,Protagonist
HI_116.txt,नीदरलैंड,Innocent,Innocent
HI_221.txt,जेलेंस्की,Protagonist,Protagonist
HI_346.txt,यूक्रेन,Innocent,Antagonist
HI_284.txt,रूस,Antagonist,Antagonist
HI_191.txt,पुतिन,Protagonist,Protagonist
HI_45.txt,जर्मनी,Antagonist,Antagonist
HI_79.txt,सर्गेई रयाबकोव,Protagonist,Innocent
HI_117.txt,एयरलाइन कंपनियां,Innocent,Innocent
HI_220.txt,अमेरिका,Protagonist,Protagonist
HI_43.txt,यूक्रेन,Innocent,Antagonist
HI_264.txt,मायकोलाइवका,Innocent,Protagonist
HI_260.txt,रूस,Antagonist,Protagonist
HI_224.txt,व्लादिमीर पुतिन,Protagonist,Innocent
HI_221.txt,रूस,Antagonist,Protagonist
HI_216.txt,अमेरिका,Antagonist,Antagonist
HI_254.txt,रूस,Antagonist,Antagonist
HI_39.txt,भारत,Protagonist,Innocent
HI_312.txt,भारत,Protagonist,Antagonist
HI_329.txt,ट्रंप,Protagonist,Antagonist
HI_62.txt,रूसी सैन्य,Antagonist,Innocent
HI_284.txt,रूसी राजनयिकों,Antagonist,Antagonist
HI_388.txt,नागरिक,Innocent,Antagonist
HI_70.txt,यूरोप,Innocent,Innocent
HI_206.txt,व्लादिमीर पुतिन,Protagonist,Protagonist
HI_52.txt,रूस की सरकार,Protagonist,Protagonist
HI_116.txt,जापान,Antagonist,Antagonist
HI_133.txt,पक्षियों,Innocent,Antagonist
HI_187.txt,मोदी,Protagonist,Protagonist
HI_112.txt,निवासियों,Innocent,Innocent
HI_234.txt,उत्तर प्रदेश,Innocent,Innocent
HI_18.txt,इवान गर्शकोविच,Innocent,Antagonist
HI_24.txt,रूस,Protagonist,Innocent
HI_124.txt,बेल्जियम,Protagonist,Antagonist
HI_380.txt,फ्रांस,Protagonist,Protagonist
HI_70.txt,रूस,Antagonist,Antagonist
HI_285.txt,प्योंगयांग,Antagonist,Antagonist
HI_1.txt,रूस,Protagonist,Innocent
HI_162.txt,व्लादिमीर पुतिन,Protagonist,Antagonist
HI_313.txt,रूसी सैनिक,Protagonist,Antagonist
HI_121.txt,यूक्रेन,Antagonist,Antagonist
HI_258.txt,चीन,Protagonist,Innocent
HI_54.txt,पश्चिमी देशों,Antagonist,Protagonist
HI_249.txt,डोनाल्ड ट्रंप,Antagonist,Antagonist
HI_27.txt,मोदी,Protagonist,Innocent
HI_123.txt,चीन,Antagonist,Antagonist
HI_89.txt,मोदी,Protagonist,Protagonist
HI_133.txt,पक्षी,Innocent,Innocent
HI_329.txt,वोलोदिमीर ज़ेलेंस्की,Protagonist,Innocent
HI_222.txt,मोदी,Protagonist,Protagonist
HI_247.txt,नाटो,Protagonist,Innocent
HI_206.txt,FBI,Antagonist,Innocent
HI_312.txt,कमला हैरिस,Antagonist,Antagonist
HI_272.txt,जो बाइडन,Protagonist,Antagonist
HI_117.txt,पोलैंड,Innocent,Antagonist
HI_287.txt,प्रधानमंत्री,Protagonist,Antagonist
HI_373.txt,रूस,Innocent,Protagonist
HI_66.txt,रूसी एयरलाइंस,Innocent,Innocent
HI_315.txt,पुतिन,Protagonist,Protagonist
HI_124.txt,पुतिन,Antagonist,Innocent
HI_2.txt,चीन,Antagonist,Innocent
HI_315.txt,चीन,Antagonist,Innocent
HI_168.txt,बूचा,Innocent,Antagonist
HI_195.txt,नरेन्द्र मोदी,Protagonist,Innocent
HI_208.txt,भीम,Innocent,Innocent
HI_22.txt,गाजा,Innocent,Antagonist
HI_82.txt,नरेंद्र मोदी,Protagonist,Protagonist
HI_64.txt,क्रेमलिन,Antagonist,Antagonist
HI_22.txt,अमेरिका,Protagonist,Antagonist
HI_255.txt,रूस की सेना,Antagonist,Antagonist
HI_399.txt,क्रिवी रिह,Innocent,Antagonist
HI_255.txt,भारतीय नागरिक,Innocent,Innocent
HI_285.txt,यूक्रेनी सेना,Protagonist,Innocent
HI_163.txt,पीएम मोदी,Protagonist,Innocent
HI_6.txt,खार्किव,Innocent,Antagonist
HI_70.txt,यूक्रेन,Innocent,Antagonist
HI_229.txt,कीव,Innocent,Antagonist
HI_118.txt,नागरिकों,Innocent,Antagonist
HI_278.txt,मारियुपोल,Innocent,Innocent
HI_309.txt,पुतिन,Protagonist,Innocent
HI_22.txt,वोलोदिमिर जेलेंस्की,Protagonist,Antagonist
HI_101.txt,भारत,Protagonist,Innocent
HI_89.txt,भारत,Protagonist,Innocent
HI_219.txt,ब्रिटेन,Protagonist,Protagonist
HI_100.txt,भारत,Protagonist,Protagonist
HI_36.txt,वोलोडिमिर ज़ेलेंस्की,Protagonist,Innocent
HI_222.txt,ब्रिक्स शिखर,Protagonist,Antagonist
HI_250.txt,विदेशी मीडिया,Antagonist,Antagonist
HI_241.txt,जो बाइडेन,Protagonist,Protagonist
HI_253.txt,पश्चिमी देश,Antagonist,Protagonist
HI_173.txt,रूसी सरकार,Protagonist,Innocent
HI_329.txt,डोनाल्ड ट्रंप,Protagonist,Antagonist
HI_246.txt,ओलेह किपर,Protagonist,Antagonist
HI_311.txt,लॉयड ऑस्टिन,Protagonist,Antagonist
HI_261.txt,विचेज़ ऑफ़ बुचा,Protagonist,Innocent
HI_214.txt,नाटो,Antagonist,Protagonist
HI_246.txt,यूक्रेन की वायु सेना,Antagonist,Antagonist
HI_49.txt,रूस,Protagonist,Protagonist
HI_142.txt,बिहार,Innocent,Antagonist
HI_111.txt,प्रधानमंत्री नरेंद्र मोदी,Protagonist,Protagonist
HI_118.txt,यूरोप,Innocent,Antagonist
HI_322.txt,यूक्रेन,Protagonist,Antagonist
HI_141.txt,मानवता,Innocent,Antagonist
HI_319.txt,दमित्रो लिटविन,Protagonist,Antagonist
HI_253.txt,अमेरिका,Antagonist,Innocent
HI_32.txt,भारत,Protagonist,Protagonist
HI_23.txt,रूसी,Innocent,Protagonist
HI_116.txt,जर्मनी,Antagonist,Antagonist
HI_383.txt,डोनाल्ड ट्रंप,Protagonist,Antagonist
HI_153.txt,सर्गी हैदाई,Protagonist,Protagonist
HI_302.txt,उत्तर कोरिया,Protagonist,Innocent
HI_171.txt,NATO सहयोगी,Protagonist,Innocent
HI_2.txt,पश्चिमी,Protagonist,Protagonist
HI_124.txt,नीदरलैंड,Protagonist,Antagonist
HI_319.txt,लांज़ा,Antagonist,Antagonist
HI_46.txt,नाटो,Antagonist,Antagonist
HI_23.txt,यूक्रेन,Antagonist,Antagonist
HI_282.txt,मोदी,Protagonist,Protagonist
HI_187.txt,रूस,Antagonist,Protagonist
HI_62.txt,रूसी सेना,Antagonist,Antagonist
HI_279.txt,सर कीएर,Protagonist,Innocent
HI_173.txt,एलेक्सी मालिनिन,Protagonist,Antagonist
HI_385.txt,रूस,Protagonist,Innocent
HI_39.txt,भारत,Protagonist,Protagonist
HI_308.txt,सर्गेई लावरोव,Protagonist,Protagonist
HI_304.txt,यूक्रेन,Innocent,Antagonist
HI_98.txt,पुतिन,Protagonist,Antagonist
HI_136.txt,शेल,Antagonist,Innocent
HI_400.txt,अमेरिका,Antagonist,Innocent
HI_13.txt,व्लादिमीर पुतिन,Antagonist,Innocent
HI_56.txt,रूस,Protagonist,Antagonist
HI_8.txt,इवान गेर्शकोविच,Innocent,Protagonist
HI_279.txt,रूस,Antagonist,Innocent
HI_109.txt,चीन,Protagonist,Antagonist
HI_105.txt,रूसी “मिसाइलों,Antagonist,Antagonist
HI_379.txt,क्रेमलिन,Protagonist,Protagonist
HI_325.txt,रूस,Protagonist,Innocent
HI_115.txt,रूस,Protagonist,Antagonist
HI_285.txt,उत्तर कोरिया,Antagonist,Protagonist
HI_377.txt,रूसी सेना,Protagonist,Innocent
HI_150.txt,50 लाख से ज्यादा लोगों,Innocent,Protagonist
HI_128.txt,डोनाल्ड ट्रंप,Antagonist,Innocent
HI_196.txt,नागरिकों,Innocent,Protagonist
HI_326.txt,रूस,Protagonist,Antagonist
HI_397.txt,अमेरिका,Antagonist,Antagonist
HI_393.txt,बाइ़डेन,Protagonist,Antagonist
HI_8.txt,वादिम क्रासिकोव,Antagonist,Antagonist
HI_312.txt,कनाडा,Antagonist,Antagonist
HI_267.txt,जेलेंस्की,Protagonist,Antagonist
HI_385.txt,वलोडिमिर ज़ेलेंस्की,Protagonist,Antagonist
HI_117.txt,कजाखस्तान,Innocent,Antagonist
HI_120.txt,चार्ल्स ब्राउन जूनियर,Protagonist,Innocent
HI_82.txt,यूक्रेन,Protagonist,Innocent
HI_113.txt,NATO,Protagonist,Innocent
HI_317.txt,तुलसी गेबार्ड,Protagonist,Innocent
HI_117.txt,भारत,Protagonist,Innocent
HI_81.txt,उत्तरी अटलांटिक संधि संगठन (नाटो,Protagonist,Antagonist
HI_70.txt,सऊदी अरब,Protagonist,Protagonist
HI_180.txt,ब्रिटेन,Antagonist,Innocent
HI_258.txt,रूसी सेना,Protagonist,Protagonist
HI_397.txt,नाटो,Antagonist,Antagonist
HI_193.txt,भारत,Protagonist,Protagonist
HI_21.txt,नरेन्द्र मोदी,Protagonist,Protagonist
HI_112.txt,संघीय सुरक्षा सेवा (FSB,Protagonist,Innocent
HI_102.txt,वलोदिमीर जेलेंस्की,Protagonist,Antagonist
HI_40.txt,अलसु,Antagonist,Antagonist
HI_113.txt,पुतिन,Antagonist,Antagonist
HI_166.txt,युवा यूक्रेनी सांसद,Protagonist,Antagonist
HI_395.txt,रूस,Protagonist,Antagonist
HI_53.txt,रूस,Antagonist,Innocent
HI_22.txt,मरिंका,Innocent,Antagonist
HI_22.txt,यूक्रेन,Antagonist,Antagonist
HI_394.txt,ट्रंप,Protagonist,Innocent
HI_318.txt,रूस,Protagonist,Antagonist
HI_224.txt,यूरोप,Innocent,Innocent
HI_100.txt,व्लादिमीर जेलेंस्की,Protagonist,Innocent
HI_395.txt,कीव,Innocent,Antagonist
HI_283.txt,व्लादिमीर पुतिन,Antagonist,Antagonist
HI_313.txt,रूस,Antagonist,Antagonist
HI_22.txt,रूस,Protagonist,Antagonist
HI_221.txt,यूक्रेन,Protagonist,Protagonist
HI_27.txt,मोदी,Protagonist,Antagonist
HI_108.txt,अप्रवासियों,Antagonist,Antagonist
HI_305.txt,रूसी सेना,Antagonist,Innocent
HI_205.txt,पुतिन,Antagonist,Antagonist
HI_228.txt,रूस,Antagonist,Antagonist
HI_325.txt,पुतिन,Protagonist,Innocent
HI_172.txt,रूस,Protagonist,Innocent
HI_1.txt,मोदी,Protagonist,Protagonist
HI_112.txt,सेना,Protagonist,Innocent
HI_202.txt,डोनेट्स्क,Innocent,Antagonist
HI_388.txt,रूस,Protagonist,Protagonist
HI_252.txt,वोलोदिमीर जेलेंस्की,Protagonist,Protagonist
HI_382.txt,चीन,Antagonist,Protagonist
HI_33.txt,श्रीलंकन युवा,Innocent,Antagonist
HI_283.txt,बच्चों,Innocent,Antagonist
HI_153.txt,हैदाई,Protagonist,Antagonist
HI_45.txt,क्रासिकोव,Protagonist,Antagonist
HI_286.txt,योनहाप समाचार एजेंसी,Protagonist,Innocent
